SR_WL,S2B_SR_AV_B1,S2B_SR_AV_B2,S2B_SR_AV_B3,S2B_SR_AV_B4,S2B_SR_AV_B5,S2B_SR_AV_B6,S2B_SR_AV_B7,S2B_SR_AV_B8,S2B_SR_AV_B8A,S2B_SR_AV_B9,S2B_SR_AV_B10,S2B_SR_AV_B11,S2B_SR_AV_B12
864,0,0,0,0,0,0,0,0.57273034,0.98756135,0,0,0,0
865,0,0,0,0,0,0,0,0.57144461,0.98263615,0,0,0,0
866,0,0,0,0,0,0,0,0.56985127,0.9790323,0,0,0,0
867,0,0,0,0,0,0,0,0.57167225,0.97397518,0,0,0,0
868,0,0,0,0,0,0,0,0.57154913,0.97130259,0,0,0,0
869,0,0,0,0,0,0,0,0.57292235,0.9645338,0,0,0,0
870,0,0,0,0,0,0,0,0.57617796,0.95610202,0,0,0,0
871,0,0,0,0,0,0,0,0.5784908,0.93941552,0,0,0,0
872,0,0,0,0,0,0,0,0.58023702,0.89155652,0,0,0,0
873,0,0,0,0,0,0,0,0.57982619,0.77601041,0,0,0,0
874,0,0,0,0,0,0,0,0.57868642,0.5951886,0,0,0,0
875,0,0,0,0,0,0,0,0.57587451,0.37588812,0,0,0,0
876,0,0,0,0,0,0,0,0.56976789,0.18394037,0,0,0,0
877,0,0,0,0,0,0,0,0.56173136,0.07870072,0,0,0,0
878,0,0,0,0,0,0,0,0.55644176,0.0332686,0,0,0,0
879,0,0,0,0,0,0,0,0.54881732,0.01575167,0,0,0,0
880,0,0,0,0,0,0,0,0.54508423,0.00159818,0,0,0,0
881,0,0,0,0,0,0,0,0.54153848,0,0,0,0,0
882,0,0,0,0,0,0,0,0.54069902,0,0,0,0,0
883,0,0,0,0,0,0,0,0.53850959,0,0,0,0,0
884,0,0,0,0,0,0,0,0.53655263,0,0,0,0,0
885,0,0,0,0,0,0,0,0.530404,0,0,0,0,0
886,0,0,0,0,0,0,0,0.52068821,0,0,0,0,0
887,0,0,0,0,0,0,0,0.50399678,0,0,0,0,0
888,0,0,0,0,0,0,0,0.486513,0,0,0,0,0
889,0,0,0,0,0,0,0,0.46813829,0,0,0,0,0
890,0,0,0,0,0,0,0,0.45468861,0,0,0,0,0
891,0,0,0,0,0,0,0,0.44447936,0,0,0,0,0
892,0,0,0,0,0,0,0,0.44177056,0,0,0,0,0
893,0,0,0,0,0,0,0,0.44425396,0,0,0,0,0
894,0,0,0,0,0,0,0,0.44633078,0,0,0,0,0
895,0,0,0,0,0,0,0,0.43914074,0,0,0,0,0
896,0,0,0,0,0,0,0,0.41748156,0,0,0,0,0
897,0,0,0,0,0,0,0,0.3690277,0,0,0,0,0
898,0,0,0,0,0,0,0,0.30165803,0,0,0,0,0
899,0,0,0,0,0,0,0,0.23504284,0,0,0,0,0
900,0,0,0,0,0,0,0,0.17434599,0,0,0,0,0
901,0,0,0,0,0,0,0,0.12247894,0,0,0,0,0
902,0,0,0,0,0,0,0,0.08354059,0,0,0,0,0
903,0,0,0,0,0,0,0,0.05624109,0,0,0,0,0
904,0,0,0,0,0,0,0,0.03804368,0,0,0,0,0
905,0,0,0,0,0,0,0,0.02427229,0,0,0,0,0
906,0,0,0,0,0,0,0,0.01490577,0,0,0,0,0
907,0,0,0,0,0,0,0,0.00615862,0,0,0,0,0
908,0,0,0,0,0,0,0,0,0,0,0,0,0
909,0,0,0,0,0,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,0,0,0,0,0,0,0
912,0,0,0,0,0,0,0,0,0,0,0,0,0
913,0,0,0,0,0,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0,0,0,0,0,0
916,0,0,0,0,0,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0,0,0,0,0,0
921,0,0,0,0,0,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0,0,0,0,0,0
923,0,0,0,0,0,0,0,0,0,0,0,0,0
924,0,0,0,0,0,0,0,0,0,0,0,0,0
925,0,0,0,0,0,0,0,0,0,0,0,0,0
926,0,0,0,0,0,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0,0,0,0,0
928,0,0,0,0,0,0,0,0,0,0,0,0,0
929,0,0,0,0,0,0,0,0,0,0,0,0,0
930,0,0,0,0,0,0,0,0,0,0.0121336,0,0,0
931,0,0,0,0,0,0,0,0,0,0.04608767,0,0,0
932,0,0,0,0,0,0,0,0,0,0.15156613,0,0,0
933,0,0,0,0,0,0,0,0,0,0.35888361,0,0,0
934,0,0,0,0,0,0,0,0,0,0.60704101,0,0,0
935,0,0,0,0,0,0,0,0,0,0.83836043,0,0,0
936,0,0,0,0,0,0,0,0,0,0.93474094,0,0,0
937,0,0,0,0,0,0,0,0,0,0.94270146,0,0,0
938,0,0,0,0,0,0,0,0,0,0.95838078,0,0,0
939,0,0,0,0,0,0,0,0,0,0.99064712,0,0,0
940,0,0,0,0,0,0,0,0,0,0.99789825,0,0,0
941,0,0,0,0,0,0,0,0,0,1,0,0,0
942,0,0,0,0,0,0,0,0,0,0.98593726,0,0,0
943,0,0,0,0,0,0,0,0,0,0.97333604,0,0,0
944,0,0,0,0,0,0,0,0,0,0.95776631,0,0,0
945,0,0,0,0,0,0,0,0,0,0.972226,0,0,0
946,0,0,0,0,0,0,0,0,0,0.94856942,0,0,0
947,0,0,0,0,0,0,0,0,0,0.94367414,0,0,0
948,0,0,0,0,0,0,0,0,0,0.90771555,0,0,0
949,0,0,0,0,0,0,0,0,0,0.88460732,0,0,0
950,0,0,0,0,0,0,0,0,0,0.85258329,0,0,0
951,0,0,0,0,0,0,0,0,0,0.83375172,0,0,0
952,0,0,0,0,0,0,0,0,0,0.71599386,0,0,0
953,0,0,0,0,0,0,0,0,0,0.52202762,0,0,0
954,0,0,0,0,0,0,0,0,0,0.26922852,0,0,0
955,0,0,0,0,0,0,0,0,0,0.09477806,0,0,0
956,0,0,0,0,0,0,0,0,0,0.02640828,0,0,0
957,0,0,0,0,0,0,0,0,0,0.00346547,0,0,0
958,0,0,0,0,0,0,0,0,0,0,0,0,0
959,0,0,0,0,0,0,0,0,0,0,0,0,0
960,0,0,0,0,0,0,0,0,0,0,0,0,0
961,0,0,0,0,0,0,0,0,0,0,0,0,0
962,0,0,0,0,0,0,0,0,0,0,0,0,0
963,0,0,0,0,0,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,0,0,0,0,0,0
965,0,0,0,0,0,0,0,0,0,0,0,0,0
966,0,0,0,0,0,0,0,0,0,0,0,0,0
967,0,0,0,0,0,0,0,0,0,0,0,0,0
968,0,0,0,0,0,0,0,0,0,0,0,0,0
969,0,0,0,0,0,0,0,0,0,0,0,0,0
970,0,0,0,0,0,0,0,0,0,0,0,0,0
971,0,0,0,0,0,0,0,0,0,0,0,0,0
972,0,0,0,0,0,0,0,0,0,0,0,0,0
973,0,0,0,0,0,0,0,0,0,0,0,0,0
974,0,0,0,0,0,0,0,0,0,0,0,0,0
975,0,0,0,0,0,0,0,0,0,0,0,0,0
976,0,0,0,0,0,0,0,0,0,0,0,0,0
977,0,0,0,0,0,0,0,0,0,0,0,0,0
978,0,0,0,0,0,0,0,0,0,0,0,0,0
979,0,0,0,0,0,0,0,0,0,0,0,0,0
980,0,0,0,0,0,0,0,0,0,0,0,0,0
981,0,0,0,0,0,0,0,0,0,0,0,0,0
982,0,0,0,0,0,0,0,0,0,0,0,0,0
983,0,0,0,0,0,0,0,0,0,0,0,0,0
984,0,0,0,0,0,0,0,0,0,0,0,0,0
985,0,0,0,0,0,0,0,0,0,0,0,0,0
986,0,0,0,0,0,0,0,0,0,0,0,0,0
987,0,0,0,0,0,0,0,0,0,0,0,0,0
988,0,0,0,0,0,0,0,0,0,0,0,0,0
989,0,0,0,0,0,0,0,0,0,0,0,0,0
990,0,0,0,0,0,0,0,0,0,0,0,0,0
991,0,0,0,0,0,0,0,0,0,0,0,0,0
992,0,0,0,0,0,0,0,0,0,0,0,0,0
993,0,0,0,0,0,0,0,0,0,0,0,0,0
994,0,0,0,0,0,0,0,0,0,0,0,0,0
995,0,0,0,0,0,0,0,0,0,0,0,0,0
996,0,0,0,0,0,0,0,0,0,0,0,0,0
997,0,0,0,0,0,0,0,0,0,0,0,0,0
998,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0,0,0,0
